0 verbose cli /usr/local/bin/node /usr/local/bin/npm
1 info using npm@10.2.5
2 info using node@v20.10.0
3 timing npm:load:whichnode Completed in 7ms
4 timing config:load:defaults Completed in 13ms
5 timing config:load:file:/usr/local/lib/node_modules/npm/npmrc Completed in 6ms
6 timing config:load:builtin Completed in 7ms
7 timing config:load:cli Completed in 3ms
8 timing config:load:env Completed in 0ms
9 timing config:load:project Completed in 4ms
10 timing config:load:file:/home/container/.npmrc Completed in 0ms
11 timing config:load:user Completed in 0ms
12 timing config:load:file:/usr/local/etc/npmrc Completed in 0ms
13 timing config:load:global Completed in 2ms
14 timing config:load:setEnvs Completed in 3ms
15 timing config:load Completed in 34ms
16 timing npm:load:configload Completed in 34ms
17 timing config:load:flatten Completed in 4ms
18 timing npm:load:mkdirpcache Completed in 1ms
19 timing npm:load:mkdirplogs Completed in 0ms
20 verbose title npm install
21 verbose argv "install"
22 timing npm:load:setTitle Completed in 3ms
23 timing npm:load:display Completed in 1ms
24 verbose logfile logs-max:10 dir:/home/container/.npm/_logs/2023-12-22T18_37_41_899Z-
25 verbose logfile /home/container/.npm/_logs/2023-12-22T18_37_41_899Z-debug-0.log
26 timing npm:load:logFile Completed in 29ms
27 timing npm:load:timers Completed in 0ms
28 timing npm:load:configScope Completed in 0ms
29 timing npm:load Completed in 125ms
30 timing arborist:ctor Completed in 1ms
31 silly logfile done cleaning log files
32 timing idealTree:init Completed in 342ms
33 timing idealTree:userRequests Completed in 1ms
34 silly idealTree buildDeps
35 timing idealTree:#root Completed in 1ms
36 timing idealTree:buildDeps Completed in 4ms
37 timing idealTree:fixDepFlags Completed in 0ms
38 timing idealTree Completed in 361ms
39 timing reify:loadTrees Completed in 389ms
40 timing reify:diffTrees Completed in 10ms
41 silly reify moves {}
42 timing reify:retireShallow Completed in 1ms
43 http fetch GET 200 https://registry.npmjs.org/npm 1107ms
44 timing reify:createSparse Completed in 192ms
45 timing reify:loadBundles Completed in 0ms
46 silly audit bulk request {
46 silly audit   '@mongodb-js/saslprep': [ '1.1.1' ],
46 silly audit   '@types/node': [ '20.10.5' ],
46 silly audit   '@types/webidl-conversions': [ '7.0.3' ],
46 silly audit   '@types/whatwg-url': [ '8.2.2' ],
46 silly audit   accepts: [ '1.3.8' ],
46 silly audit   'append-field': [ '1.0.0' ],
46 silly audit   'array-flatten': [ '1.1.1' ],
46 silly audit   'body-parser': [ '1.20.2', '1.20.1' ],
46 silly audit   bson: [ '6.2.0' ],
46 silly audit   'buffer-from': [ '1.1.2' ],
46 silly audit   busboy: [ '1.6.0' ],
46 silly audit   bytes: [ '3.1.2' ],
46 silly audit   'call-bind': [ '1.0.5' ],
46 silly audit   'concat-stream': [ '1.6.2' ],
46 silly audit   'content-disposition': [ '0.5.4' ],
46 silly audit   'content-type': [ '1.0.5' ],
46 silly audit   cookie: [ '0.5.0' ],
46 silly audit   'cookie-signature': [ '1.0.6' ],
46 silly audit   'core-util-is': [ '1.0.3' ],
46 silly audit   debug: [ '2.6.9', '4.3.4' ],
46 silly audit   'define-data-property': [ '1.1.1' ],
46 silly audit   depd: [ '2.0.0' ],
46 silly audit   destroy: [ '1.2.0' ],
46 silly audit   dotenv: [ '16.3.1' ],
46 silly audit   'ee-first': [ '1.1.1' ],
46 silly audit   encodeurl: [ '1.0.2' ],
46 silly audit   'escape-html': [ '1.0.3' ],
46 silly audit   etag: [ '1.8.1' ],
46 silly audit   express: [ '4.18.2' ],
46 silly audit   'raw-body': [ '2.5.1', '2.5.2' ],
46 silly audit   finalhandler: [ '1.2.0' ],
46 silly audit   forwarded: [ '0.2.0' ],
46 silly audit   fresh: [ '0.5.2' ],
46 silly audit   'function-bind': [ '1.1.2' ],
46 silly audit   'get-intrinsic': [ '1.2.2' ],
46 silly audit   gopd: [ '1.0.1' ],
46 silly audit   'has-property-descriptors': [ '1.0.1' ],
46 silly audit   'has-proto': [ '1.0.1' ],
46 silly audit   'has-symbols': [ '1.0.3' ],
46 silly audit   hasown: [ '2.0.0' ],
46 silly audit   'http-errors': [ '2.0.0' ],
46 silly audit   'iconv-lite': [ '0.4.24' ],
46 silly audit   inherits: [ '2.0.4', '2.0.3' ],
46 silly audit   'ipaddr.js': [ '1.9.1' ],
46 silly audit   isarray: [ '1.0.0' ],
46 silly audit   kareem: [ '2.5.1' ],
46 silly audit   'media-typer': [ '0.3.0' ],
46 silly audit   'memory-pager': [ '1.5.0' ],
46 silly audit   'merge-descriptors': [ '1.0.1' ],
46 silly audit   methods: [ '1.1.2' ],
46 silly audit   mime: [ '1.6.0' ],
46 silly audit   'mime-db': [ '1.52.0' ],
46 silly audit   'mime-types': [ '2.1.35' ],
46 silly audit   minimist: [ '1.2.8' ],
46 silly audit   mkdirp: [ '0.5.6' ],
46 silly audit   mongodb: [ '6.2.0' ],
46 silly audit   'mongodb-connection-string-url': [ '2.6.0' ],
46 silly audit   mongoose: [ '8.0.3' ],
46 silly audit   ms: [ '2.1.3', '2.1.2', '2.0.0' ],
46 silly audit   mpath: [ '0.9.0' ],
46 silly audit   mquery: [ '5.0.0' ],
46 silly audit   multer: [ '1.4.5-lts.1' ],
46 silly audit   negotiator: [ '0.6.3' ],
46 silly audit   'object-assign': [ '4.1.1' ],
46 silly audit   'object-inspect': [ '1.13.1' ],
46 silly audit   'on-finished': [ '2.4.1' ],
46 silly audit   parseurl: [ '1.3.3' ],
46 silly audit   path: [ '0.12.7' ],
46 silly audit   'path-to-regexp': [ '0.1.7' ],
46 silly audit   process: [ '0.11.10' ],
46 silly audit   'process-nextick-args': [ '2.0.1' ],
46 silly audit   'proxy-addr': [ '2.0.7' ],
46 silly audit   punycode: [ '2.3.1' ],
46 silly audit   qs: [ '6.11.0' ],
46 silly audit   'range-parser': [ '1.2.1' ],
46 silly audit   'readable-stream': [ '2.3.8' ],
46 silly audit   'safe-buffer': [ '5.1.2', '5.2.1' ],
46 silly audit   'safer-buffer': [ '2.1.2' ],
46 silly audit   send: [ '0.18.0' ],
46 silly audit   'serve-static': [ '1.15.0' ],
46 silly audit   'set-function-length': [ '1.1.1' ],
46 silly audit   setprototypeof: [ '1.2.0' ],
46 silly audit   'side-channel': [ '1.0.4' ],
46 silly audit   sift: [ '16.0.1' ],
46 silly audit   'sparse-bitfield': [ '3.0.3' ],
46 silly audit   statuses: [ '2.0.1' ],
46 silly audit   streamsearch: [ '1.1.0' ],
46 silly audit   string_decoder: [ '1.1.1' ],
46 silly audit   toidentifier: [ '1.0.1' ],
46 silly audit   tr46: [ '3.0.0' ],
46 silly audit   'type-is': [ '1.6.18' ],
46 silly audit   typedarray: [ '0.0.6' ],
46 silly audit   'undici-types': [ '5.26.5' ],
46 silly audit   unpipe: [ '1.0.0' ],
46 silly audit   util: [ '0.10.4' ],
46 silly audit   'util-deprecate': [ '1.0.2' ],
46 silly audit   'utils-merge': [ '1.0.1' ],
46 silly audit   vary: [ '1.1.2' ],
46 silly audit   'webidl-conversions': [ '7.0.0' ],
46 silly audit   'whatwg-url': [ '11.0.0' ],
46 silly audit   xtend: [ '4.0.2' ]
46 silly audit }
47 silly tarball no local data for mime@https://registry.npmjs.org/mime/-/mime-1.6.0.tgz. Extracting by manifest.
48 silly tarball no local data for methods@https://registry.npmjs.org/methods/-/methods-1.1.2.tgz. Extracting by manifest.
49 silly tarball no local data for merge-descriptors@https://registry.npmjs.org/merge-descriptors/-/merge-descriptors-1.0.1.tgz. Extracting by manifest.
50 silly tarball no local data for memory-pager@https://registry.npmjs.org/memory-pager/-/memory-pager-1.5.0.tgz. Extracting by manifest.
51 silly tarball no local data for media-typer@https://registry.npmjs.org/media-typer/-/media-typer-0.3.0.tgz. Extracting by manifest.
52 silly tarball no local data for kareem@https://registry.npmjs.org/kareem/-/kareem-2.5.1.tgz. Extracting by manifest.
53 silly tarball no local data for isarray@https://registry.npmjs.org/isarray/-/isarray-1.0.0.tgz. Extracting by manifest.
54 silly tarball no local data for ipaddr.js@https://registry.npmjs.org/ipaddr.js/-/ipaddr.js-1.9.1.tgz. Extracting by manifest.
55 silly tarball no local data for inherits@https://registry.npmjs.org/inherits/-/inherits-2.0.4.tgz. Extracting by manifest.
56 silly tarball no local data for iconv-lite@https://registry.npmjs.org/iconv-lite/-/iconv-lite-0.4.24.tgz. Extracting by manifest.
57 silly tarball no local data for http-errors@https://registry.npmjs.org/http-errors/-/http-errors-2.0.0.tgz. Extracting by manifest.
58 silly tarball no local data for hasown@https://registry.npmjs.org/hasown/-/hasown-2.0.0.tgz. Extracting by manifest.
59 silly tarball no local data for has-proto@https://registry.npmjs.org/has-proto/-/has-proto-1.0.1.tgz. Extracting by manifest.
60 silly tarball no local data for has-property-descriptors@https://registry.npmjs.org/has-property-descriptors/-/has-property-descriptors-1.0.1.tgz. Extracting by manifest.
61 silly tarball no local data for gopd@https://registry.npmjs.org/gopd/-/gopd-1.0.1.tgz. Extracting by manifest.
62 silly tarball no local data for function-bind@https://registry.npmjs.org/function-bind/-/function-bind-1.1.2.tgz. Extracting by manifest.
63 silly tarball no local data for fresh@https://registry.npmjs.org/fresh/-/fresh-0.5.2.tgz. Extracting by manifest.
64 silly tarball no local data for has-symbols@https://registry.npmjs.org/has-symbols/-/has-symbols-1.0.3.tgz. Extracting by manifest.
65 silly tarball no local data for forwarded@https://registry.npmjs.org/forwarded/-/forwarded-0.2.0.tgz. Extracting by manifest.
66 silly tarball no local data for express@https://registry.npmjs.org/express/-/express-4.18.2.tgz. Extracting by manifest.
67 silly tarball no local data for finalhandler@https://registry.npmjs.org/finalhandler/-/finalhandler-1.2.0.tgz. Extracting by manifest.
68 silly tarball no local data for etag@https://registry.npmjs.org/etag/-/etag-1.8.1.tgz. Extracting by manifest.
69 silly tarball no local data for escape-html@https://registry.npmjs.org/escape-html/-/escape-html-1.0.3.tgz. Extracting by manifest.
70 silly tarball no local data for encodeurl@https://registry.npmjs.org/encodeurl/-/encodeurl-1.0.2.tgz. Extracting by manifest.
71 silly tarball no local data for ee-first@https://registry.npmjs.org/ee-first/-/ee-first-1.1.1.tgz. Extracting by manifest.
72 silly tarball no local data for dotenv@https://registry.npmjs.org/dotenv/-/dotenv-16.3.1.tgz. Extracting by manifest.
73 silly tarball no local data for destroy@https://registry.npmjs.org/destroy/-/destroy-1.2.0.tgz. Extracting by manifest.
74 silly tarball no local data for define-data-property@https://registry.npmjs.org/define-data-property/-/define-data-property-1.1.1.tgz. Extracting by manifest.
75 silly tarball no local data for depd@https://registry.npmjs.org/depd/-/depd-2.0.0.tgz. Extracting by manifest.
76 silly tarball no local data for debug@https://registry.npmjs.org/debug/-/debug-2.6.9.tgz. Extracting by manifest.
77 silly tarball no local data for core-util-is@https://registry.npmjs.org/core-util-is/-/core-util-is-1.0.3.tgz. Extracting by manifest.
78 silly tarball no local data for get-intrinsic@https://registry.npmjs.org/get-intrinsic/-/get-intrinsic-1.2.2.tgz. Extracting by manifest.
79 silly tarball no local data for cookie-signature@https://registry.npmjs.org/cookie-signature/-/cookie-signature-1.0.6.tgz. Extracting by manifest.
80 silly tarball no local data for cookie@https://registry.npmjs.org/cookie/-/cookie-0.5.0.tgz. Extracting by manifest.
81 silly tarball no local data for content-type@https://registry.npmjs.org/content-type/-/content-type-1.0.5.tgz. Extracting by manifest.
82 silly tarball no local data for content-disposition@https://registry.npmjs.org/content-disposition/-/content-disposition-0.5.4.tgz. Extracting by manifest.
83 silly tarball no local data for concat-stream@https://registry.npmjs.org/concat-stream/-/concat-stream-1.6.2.tgz. Extracting by manifest.
84 silly tarball no local data for whatwg-url@https://registry.npmjs.org/whatwg-url/-/whatwg-url-11.0.0.tgz. Extracting by manifest.
85 silly tarball no local data for xtend@https://registry.npmjs.org/xtend/-/xtend-4.0.2.tgz. Extracting by manifest.
86 silly tarball no local data for utils-merge@https://registry.npmjs.org/utils-merge/-/utils-merge-1.0.1.tgz. Extracting by manifest.
87 silly tarball no local data for vary@https://registry.npmjs.org/vary/-/vary-1.1.2.tgz. Extracting by manifest.
